thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag
50.0,8,6,47,49,76,78,47.786355467175184,76.80675091316708,0.5131760765087496,0.5113474499060164,-0.07184503768884931,0.0,0.0,0.0,0.7642726302146912,0.6636345982551575,-0.7790353894233704,1.9877485036849976,1.9948569536209106,0.5585629343986511,703.3800048828125,922.217041015625,134.64474487304688,252.4078826904297,48,77,48,77,0
50.0,7,5,141,143,76,78,142.33404748526087,77.10946653899374,0.40452772028940975,0.4944893305547944,0.01912777720525871,0.0,0.0,0.0,0.7059655785560608,0.6329531073570251,1.3697580099105835,2.476548194885254,2.025994062423706,-0.19159507751464844,703.0013427734375,948.8329467773438,150.17398071289062,308.20941162109375,142,77,142,77,0
50.0,10,8,87,90,79,81,88.16297983996475,79.95569110506443,0.6875578369254203,0.5419307647458289,0.026563724346311046,0.0,0.0,0.0,0.8320168256759644,0.732964277267456,0.17490734159946442,1.4571826457977295,1.8487552404403687,-0.14285293221473694,1203.22607421875,1440.9869384765625,216.2382049560547,470.15386962890625,88,80,88,80,0
50.0,9,7,78,80,82,84,79.03738126243424,83.03669107281372,0.5692265142943824,0.56547402746985,0.03817927874218263,0.0,0.0,0.0,0.7781873941421509,0.7274097204208374,0.7608464360237122,1.7647616863250732,1.7764726877212524,-0.23830388486385345,831.7071533203125,1021.0769653320312,155.7019500732422,334.05712890625,79,83,79,83,0
50.0,24,20,107,113,77,81,108.88589250127895,79.17206572664222,1.6630418311698296,1.0313481052464013,-0.012928591530977585,0.0,0.0,0.0,1.2896922826766968,1.0154228210449219,-0.0204551313072443,0.601366400718689,0.9696992039680481,0.01507700514048338,6656.8134765625,6891.40087890625,822.474853515625,1650.5030517578125,109,79,109,79,1
50.0,32,21,150,155,81,86,152.1915019243307,83.47482405516138,1.1492566322395783,1.0909030641882893,0.06673741126388855,0.0,0.0,0.0,1.0922071933746338,1.0233490467071533,0.579323947429657,0.8732298612594604,0.9199398159980774,-0.10684193670749664,16660.146484375,16847.96484375,2062.487548828125,4026.29443359375,152,83,152,84,0
50.0,8,7,13,16,87,89,14.537640039489496,88.04199781544096,0.5558945741577923,0.4728807123588019,0.0022315397449943486,0.0,0.0,0.0,0.7456235885620117,0.6876196265220642,0.026855675503611565,1.798936367034912,2.1147382259368896,-0.01697847992181778,808.5368041992188,1039.711669921875,153.71751403808594,292.8377685546875,15,88,15,88,0
50.0,14,9,96,99,86,89,97.25063750396357,87.4836281346407,0.8118716298124662,0.787019834846094,0.0013884298383848304,0.0,0.0,0.0,0.9010820984840393,0.8870977759361267,0.05563761293888092,1.2317255735397339,1.2706198692321777,-0.0043459245935082436,1696.5872802734375,1884.2850341796875,232.09579467773438,433.345703125,97,87,97,88,0
50.0,9,6,63,65,87,90,63.908402761223044,88.41506685587474,0.49813719881276264,0.6256407290279649,0.07416795524263264,0.0,0.0,0.0,0.8122134208679199,0.6812394857406616,1.1404069662094116,2.043548822402954,1.6270803213119507,-0.4845139682292938,942.4561157226562,1193.5692138671875,168.19570922851562,317.16461181640625,64,88,64,89,0
50.0,13,11,104,108,87,90,106.04544751542434,88.3029391614934,0.831381285457792,0.8669059081367607,-0.2510220833721033,0.0,0.0,0.0,1.0491869449615479,0.7729772925376892,-0.8207192420959473,1.3180525302886963,1.2640405893325806,0.7633130550384521,1623.940185546875,1921.551025390625,253.93472290039062,548.8900756835938,106,88,106,88,0
50.0,17,10,26,30,88,91,27.872758445951092,89.37326770964539,0.9519736159033001,0.7947170325585577,0.060261782603418634,0.0,0.0,0.0,0.9861087203025818,0.8799319267272949,0.3269616365432739,1.0555157661437988,1.264378547668457,-0.16007524728775024,3606.160888671875,3815.175537109375,513.11181640625,1005.8435668945312,28,89,28,89,0
50.0,21,15,218,222,85,89,219.65460767106774,86.70083231571786,0.987209395204216,0.9400305120509111,0.028369981582315074,0.0,0.0,0.0,1.000257968902588,0.9626650214195251,0.43857255578041077,1.0138356685638428,1.0647187232971191,-0.06119481846690178,6562.6640625,6767.4033203125,865.1251220703125,1547.4525146484375,220,87,220,87,1
50.0,9,6,216,218,89,91,216.5122165696376,90.47537621471616,0.7462923587697412,0.6879562504681256,-0.17294493584333082,0.0,0.0,0.0,0.9447283744812012,0.7360278367996216,-0.701856791973114,1.422847867012024,1.5435000658035278,0.7153778672218323,750.8297119140625,934.130126953125,120.3340835571289,197.25733947753906,217,90,216,90,1
50.0,14,13,178,181,91,94,179.08084279508742,92.47227893119593,0.7880871243494632,0.8790690122552984,-0.008901329872302188,0.0,0.0,0.0,0.9380467534065247,0.8872566819190979,-1.474180817604065,1.2690403461456299,1.1376972198486328,0.025700250640511513,2535.501953125,2826.390625,345.606689453125,668.9977416992188,179,92,179,92,1
50.0,24,17,167,172,86,90,168.46351797219432,88.30728881616878,1.5687062054058245,0.9362546632953848,-0.10423690086202964,0.0,0.0,0.0,1.2591437101364136,0.9589149355888367,-0.1592060774564743,0.642219066619873,1.0760458707809448,0.143001526594162,4649.4951171875,4812.7890625,556.3405151367188,1017.7279663085938,168,88,168,88,1
50.0,10,7,133,136,97,99,134.74349123419523,98.07858266543126,0.6747454595487201,0.5278032535465733,0.017223509016751404,0.0,0.0,0.0,0.8226404190063477,0.7251285910606384,0.11513378471136093,1.4832758903503418,1.896224856376648,-0.09680582582950592,1209.7637939453125,1461.0909423828125,214.9168243408203,425.70892333984375,135,98,135,98,0
50.0,29,24,201,205,87,94,202.81929313043062,90.66446743091132,1.0392504327420218,1.2605935516311462,0.068716673947395,0.0,0.0,0.0,1.1314555406570435,1.009778380393982,1.2929712533950806,0.9657127857208252,0.7961466908454895,-0.10528463870286942,11776.9892578125,12014.275390625,1529.7327880859375,3019.0029296875,203,91,203,91,1
50.0,22,14,202,206,94,99,203.4895881371497,96.59779262126388,0.9452541078064609,1.0379948358299096,0.01308541814889086,0.0,0.0,0.0,1.0197086334228516,0.971310019493103,1.4332754611968994,1.0581012964248657,0.9635640978813171,-0.026677776128053665,6988.19580078125,7210.88037109375,869.6959838867188,1698.1177978515625,203,97,203,97,1
50.0,9,6,171,173,97,100,171.8652390327951,98.61978331353319,0.4948672236241016,0.6197697007023248,-0.0689676905605432,0.0,0.0,0.0,0.8064489364624023,0.6813787817955017,-1.153324842453003,2.0525765419006348,1.6389199495315552,0.4568195939064026,952.9740600585938,1191.7364501953125,173.76284790039062,334.2960205078125,172,99,172,99,0
50.0,10,7,66,69,100,102,67.72271088195066,100.9410191964987,0.6672926500725249,0.5351188796341785,0.004196865977797781,0.0,0.0,0.0,0.8169612884521484,0.7314271926879883,0.031710054725408554,1.498666763305664,1.8688358068466187,-0.02350768633186817,1189.7635498046875,1431.0726318359375,207.9290008544922,388.53662109375,68,101,68,101,0
50.0,22,13,77,81,98,102,78.8659521220364,99.87773794311825,0.9871562070665072,0.940948777769675,0.06490586748933946,0.0,0.0,0.0,1.0163403749465942,0.9461275339126587,0.6144121289253235,1.0176262855529785,1.0675990581512451,-0.1403900384902954,7628.44677734375,7832.5703125,1110.9893798828125,2355.60791015625,79,100,79,100,0
50.0,8,5,40,42,101,103,40.73383813857798,101.80780464575784,0.4899328024644415,0.5441756475636338,-0.06214336710521973,0.0,0.0,0.0,0.7647601962089539,0.6702613830566406,-0.9911554455757141,2.0710957050323486,1.864651083946228,0.47302690148353577,722.5068359375,940.142578125,127.46356964111328,200.9961700439453,41,102,41,102,0
50.0,8,7,54,56,101,103,54.77458905600095,101.85461361077016,0.4995666020719882,0.5186317134660454,-0.06331289916404959,0.0,0.0,0.0,0.757050633430481,0.6671376824378967,-0.8601182103157043,2.033191680908203,1.9584506750106812,0.4964110255241394,871.1542358398438,1152.79443359375,171.6039581298828,329.2919921875,55,102,55,102,0
50.0,13,10,242,245,100,103,243.72014724095408,101.74784908409174,0.8020171496277202,0.7491945044833637,0.07843377908445692,0.0,0.0,0.0,0.9264810085296631,0.8323729038238525,0.6229941248893738,1.2597538232803345,1.348573923110962,-0.2637692987918854,1490.1400146484375,1694.678955078125,222.41465759277344,439.3994140625,244,102,244,102,1
50.0,11,6,220,223,103,106,221.66323334954953,104.58963580623757,0.6112953644674546,0.7063913045693222,-0.039950486930354856,0.0,0.0,0.0,0.8490859270095825,0.7724893689155579,-1.2214035987854004,1.6419392824172974,1.4208978414535522,0.1857222020626068,1039.5728759765625,1220.9161376953125,163.4966583251953,274.51116943359375,222,105,222,105,0
50.0,15,7,67,71,105,108,69.0808935386308,106.54763514618755,0.8998936252469711,0.7661560588174217,-0.024811380408311656,0.0,0.0,0.0,0.950972318649292,0.8727550506591797,-0.17764973640441895,1.1122355461120605,1.3063836097717285,0.07203780114650726,1690.283447265625,1820.15478515625,240.1971893310547,487.38397216796875,69,107,69,107,0
50.0,41,34,246,253,102,108,249.59189862841166,104.36477525640746,1.4117340841414574,1.3968169050142079,-0.1619247032451856,0.0,0.0,0.0,1.2515478134155273,1.1145309209823608,-0.7623834013938904,0.7178940773010254,0.7255607843399048,0.166442409157753,16093.6025390625,16353.4111328125,1862.1607666015625,3363.99853515625,250,104,250,104,0
50.0,5,5,132,134,108,110,132.99217278902427,109.01703314809805,0.3597351534614812,0.35155328044935286,0.00013332204374427725,0.0,0.0,0.0,0.5997810363769531,0.5929174423217773,0.016289042308926582,2.7798233032226562,2.8445193767547607,-0.0021084242034703493,363.06585693359375,549.9960327148438,104.69373321533203,237.30137634277344,133,109,133,109,0
50.0,12,10,5,8,109,112,6.51431309833487,110.55122638931897,0.7025297444894716,0.7194747691656493,-0.0015934557965922025,0.0,0.0,0.0,0.8483061194419861,0.8380818367004395,-1.477845311164856,1.4234343767166138,1.3899097442626953,0.006305098999291658,1683.265380859375,1910.06494140625,238.23785400390625,462.50323486328125,6,111,6,111,0
50.0,8,6,17,20,111,113,18.492091215720258,111.8890374117485,0.5507939569777109,0.47600232644063933,0.0011358028380572538,0.0,0.0,0.0,0.7421665787696838,0.689916729927063,0.015181561931967735,1.8155698776245117,2.1008403301239014,-0.008664366789162159,685.1728515625,889.3523559570312,127.44744873046875,249.7821807861328,18,112,18,112,0
50.0,13,9,210,213,110,113,211.33525910775185,111.23404278455332,0.7473143439911119,0.7245688028410351,0.08145788697906275,0.0,0.0,0.0,0.9045382738113403,0.8085132241249084,0.7160388231277466,1.354725956916809,1.397253394126892,-0.30460354685783386,1913.311279296875,2136.72265625,303.7465515136719,629.5105590820312,211,111,211,111,0
50.0,11,8,241,244,111,113,242.354906148954,112.07926779992404,0.7902398484857989,0.5456384622857913,0.06845652584305983,0.0,0.0,0.0,0.8989412188529968,0.7264867424964905,0.25514498353004456,1.2793430089950562,1.8528529405593872,-0.3210161328315735,1253.369140625,1455.409423828125,208.9306640625,435.893310546875,242,112,242,112,0
50.0,11,6,72,75,112,115,73.65819849372106,113.44775209154726,0.6061864486648041,0.7014866895267877,0.05168076124056231,0.0,0.0,0.0,0.8509594202041626,0.7638987302780151,1.157819390296936,1.6600844860076904,1.4345543384552002,-0.24460744857788086,1080.5152587890625,1282.27099609375,167.63241577148438,298.0770263671875,74,113,74,113,0
50.0,9,7,174,177,113,115,175.63029376737381,114.10271811051435,0.6415568467899386,0.5036062453783383,0.08134196471292832,0.0,0.0,0.0,0.8241547346115112,0.6825921535491943,0.43374186754226685,1.5912960767745972,2.0271925926208496,-0.5140489935874939,959.1956787109375,1190.1893310546875,170.06741333007812,318.2071533203125,176,114,176,114,0
50.0,7,4,151,153,115,117,152.14404780441018,115.64441863318321,0.49430707482432723,0.39771812599225603,-0.013383898722787446,0.0,0.0,0.0,0.7043630480766296,0.6292041540145874,-0.13517317175865173,2.024878978729248,2.516636610031128,0.1362813115119934,725.5797729492188,985.7611694335938,151.8822479248047,321.96038818359375,152,116,152,116,0
50.0,11,7,229,231,116,119,229.95388740495787,117.64733846227216,0.551972896170129,0.8203357618382778,0.08580293910433423,0.0,0.0,0.0,0.9194693565368652,0.725868284702301,1.2863332033157349,1.8416262865066528,1.2391606569290161,-0.38524943590164185,1210.7056884765625,1392.96142578125,199.51052856445312,423.07171630859375,230,118,230,118,0
50.0,13,11,80,83,117,120,81.3133618036198,118.55404563517213,0.8281841001780519,0.7613766725707034,-0.12430838277887424,0.0,0.0,0.0,0.9609883427619934,0.81612628698349,-0.6541405916213989,1.2377945184707642,1.3464055061340332,0.4041842520236969,1592.897216796875,1857.0430908203125,211.8890380859375,344.42694091796875,81,119,81,119,0
50.0,14,9,115,118,116,119,116.07910396402217,117.44845262631881,0.7818815528007574,0.7826066170800168,0.03091000664328658,0.0,0.0,0.0,0.9017517566680908,0.8667940497398376,0.7912622094154358,1.2809661626815796,1.2797794342041016,-0.10118665546178818,1765.6484375,1933.810302734375,257.0968017578125,517.3839111328125,116,118,116,118,1
50.0,29,19,119,124,115,120,121.28093171402425,117.8360252261571,1.0808465183740168,1.1337906326589433,0.04343273925977709,0.0,0.0,0.0,1.0761890411376953,1.0278396606445312,1.0590842962265015,0.9266271591186523,0.8833568692207336,-0.07099362462759018,11105.8759765625,11310.720703125,1489.562744140625,3248.949951171875,121,118,121,118,1
50.0,13,10,6,9,120,123,7.742998637432939,121.1436657421138,0.8279787233310367,0.8693375906652803,0.2583603140859756,0.0,0.0,0.0,1.0525420904159546,0.767770528793335,0.8253335356712341,1.3312103748321533,1.2678778171539307,-0.7912505865097046,1572.27783203125,1849.9072265625,218.49755859375,396.73675537109375,8,121,7,121,0
50.0,10,10,67,70,121,123,68.28271740138989,121.96018696713212,0.7469489876832953,0.5286760380008309,0.007397943504840798,0.0,0.0,0.0,0.8644070029258728,0.7269288897514343,0.033841315656900406,1.3389650583267212,1.8917797803878784,-0.03747318685054779,1016.2997436523438,1259.534423828125,165.78225708007812,288.93780517578125,68,122,68,122,0
50.0,9,6,237,239,121,123,238.096687724997,122.04358699391723,0.5619225843824871,0.5686568125859361,0.022084985882866892,0.0,0.0,0.0,0.7665702104568481,0.7368510961532593,0.8610464334487915,1.7823251485824585,1.7612181901931763,-0.13844069838523865,752.3870239257812,909.8067626953125,139.5619354248047,297.69671630859375,238,122,238,122,0
50.0,15,12,14,17,121,124,15.581739275821477,122.42835316838207,0.8170912136796016,0.8245553356475881,0.0753780907623991,0.0,0.0,0.0,0.9467278718948364,0.8633381724357605,0.8101335763931274,1.2342625856399536,1.223089575767517,-0.22566430270671844,2869.327392578125,3081.615234375,377.17242431640625,652.7442016601562,16,122,16,122,0
50.0,9,6,121,124,122,124,122.67603898998533,123.16783414880805,0.643037497373558,0.4909967695811659,0.0805755656158551,0.0,0.0,0.0,0.8232824802398682,0.6754555702209473,0.4072394371032715,1.5877689123153687,2.0794332027435303,-0.5211251378059387,932.6954956054688,1158.416259765625,167.64625549316406,324.467529296875,123,123,123,123,0
50.0,8,5,209,211,122,125,210.43511707054185,123.51514926423584,0.47062119879738074,0.6918685051887596,0.13957718019033916,0.0,0.0,0.0,0.8714035749435425,0.6349374055862427,1.120492935180664,2.2600760459899902,1.5373437404632568,-0.9118930697441101,780.1441650390625,972.081787109375,147.7835693359375,291.68994140625,210,124,210,124,1
50.0,18,12,28,32,109,113,29.450508452109986,110.70154233911256,0.915215448095049,0.9881291779559387,0.08744089740461458,0.0,0.0,0.0,1.0229412317276,0.9257082343101501,0.9829065203666687,1.1019554138183594,1.0206425189971924,-0.19502708315849304,3543.401611328125,3756.772705078125,450.6411437988281,879.81201171875,29,111,29,111,1
50.0,42,34,23,29,112,120,25.63988443055709,115.356593903113,1.1981179263202026,1.174268266346541,0.07144553404430276,0.0,0.0,0.0,1.1218854188919067,1.0553479194641113,0.7027064561843872,0.8376815915107727,0.8546950817108154,-0.10193344950675964,42160.3046875,42375.9921875,5093.25830078125,9143.6728515625,26,115,26,115,1
50.0,38,29,20,26,120,128,21.98174004509894,125.169901285697,1.577623029681674,1.5194456756435528,-0.4735151501308277,0.0,0.0,0.0,1.4223016500473022,1.0364007949829102,-0.7547210454940796,0.6992722153663635,0.7260463237762451,0.43583786487579346,15487.984375,15868.60546875,1978.9056396484375,3965.4609375,22,125,22,125,1
50.0,17,9,78,82,126,130,79.70801884054191,128.25510225630762,0.8869324886943151,0.855252925718716,0.06957966928594672,0.0,0.0,0.0,0.97079998254776,0.894277811050415,0.6734806895256042,1.1347236633300781,1.1767551898956299,-0.18463240563869476,3210.9853515625,3446.17529296875,457.1549987792969,887.093505859375,80,128,80,128,0
50.0,16,10,231,234,127,130,232.51513437959267,128.58231721718406,0.8617776957290797,0.8476108545832974,0.0070656114835472295,0.0,0.0,0.0,0.9298920035362244,0.9190698266029358,0.3920697569847107,1.1604713201522827,1.1798672676086426,-0.0193471796810627,2865.9267578125,3029.0205078125,367.4806823730469,684.929931640625,233,129,232,129,0
50.0,12,6,146,149,129,132,147.51602183926073,130.43553796282495,0.6908966519291977,0.6897889344144552,0.0016272635014389358,0.0,0.0,0.0,0.8319025039672852,0.8298336267471313,0.6213666796684265,1.4474024772644043,1.4497268199920654,-0.006829060614109039,1179.228515625,1333.822021484375,172.86854553222656,304.49139404296875,148,130,148,130,0
50.0,16,12,249,252,128,132,250.3188317665455,129.74057473540583,0.8092820652490165,0.8578049394606895,0.04702663622633274,0.0,0.0,0.0,0.9415198564529419,0.8835311532020569,1.0235447883605957,1.239612102508545,1.1694917678833008,-0.13591618835926056,3915.816650390625,4205.6435546875,581.8317260742188,1263.1563720703125,250,130,250,130,0
50.0,13,10,101,104,130,133,102.35441004458485,131.36733272547994,0.7495631076440594,0.7252031345357111,0.07267528437366355,0.0,0.0,0.0,0.9005953669548035,0.8146743178367615,0.7023724317550659,1.3472003936767578,1.392453670501709,-0.2700158655643463,2244.720947265625,2509.11962890625,337.4092102050781,628.26513671875,102,131,102,131,0
50.0,9,6,208,210,130,133,208.95167702293787,131.39251105418526,0.5042180211126136,0.6375288825493362,0.08262313065374616,0.0,0.0,0.0,0.8228192329406738,0.6817004084587097,1.12481689453125,2.0263009071350098,1.6025899648666382,-0.5252133011817932,930.9444580078125,1165.052734375,166.43507385253906,313.396484375,209,131,209,131,0
50.0,13,8,49,52,131,134,50.797359461011645,132.66535262325752,0.7226519705930343,0.7350479819790774,0.06712556281567883,0.0,0.0,0.0,0.8923346400260925,0.8132889270782471,0.8314349055290222,1.3956305980682373,1.3720943927764893,-0.2549017071723938,1934.6463623046875,2150.0166015625,304.3621826171875,594.9298706054688,51,133,51,133,1
50.0,17,10,44,48,132,136,45.75201672805813,134.30886810780484,0.8794792749859974,0.8758249153833475,0.07013198057445802,0.0,0.0,0.0,0.973554253578186,0.8986079692840576,0.7723743915557861,1.144343614578247,1.1491183042526245,-0.18326741456985474,3199.29296875,3413.77734375,465.51678466796875,941.1021118164062,46,134,46,134,1
50.0,62,56,170,179,124,132,172.7267253963841,127.90538271670056,1.5448767526399863,1.4331771641609734,0.0689417497546323,0.0,0.0,0.0,1.2560861110687256,1.1833434104919434,0.4449631869792938,0.6486933827400208,0.6992515325546265,-0.062409669160842896,60872.515625,61252.5,7504.91748046875,14419.712890625,173,128,173,128,1
50.0,22,20,169,173,131,136,170.46048730070987,133.58292751636657,0.9704795995656257,1.2752903663431763,0.18166918185946823,0.0,0.0,0.0,1.1661971807479858,0.9411450624465942,1.1344105005264282,1.058648943901062,0.8056182265281677,-0.301615834236145,5804.65625,6094.796875,678.9469604492188,1304.1466064453125,170,134,170,134,1
50.0,13,9,31,34,134,137,32.47038704797597,135.1444990210009,0.9029808671059003,0.6907373292540473,-0.06930326434521517,0.0,0.0,0.0,0.961044192314148,0.8186038136482239,-0.2892596423625946,1.116037130355835,1.4589630365371704,0.2239491492509842,1400.8173828125,1609.105224609375,197.8103485107422,399.23272705078125,32,135,32,135,0
50.0,19,13,229,233,133,137,231.2823691025442,134.92230738217086,1.4381553184759355,1.410371073572147,0.5004942157263477,0.0,0.0,0.0,1.3874257802963257,0.9610287547111511,0.7715232968330383,0.7933067679405212,0.8089348673820496,-0.5630368590354919,1689.193603515625,1976.186767578125,141.6055450439453,291.66961669921875,232,136,232,136,0
50.0,8,7,102,105,136,138,103.1752848012648,137.33297721647264,0.7175575917233223,0.4241220507038632,0.10331805458513998,0.0,0.0,0.0,0.8661901950836182,0.6256150603294373,0.3067682385444641,1.444275140762329,2.4435198307037354,-0.7036639451980591,744.5430908203125,964.296142578125,150.9181365966797,324.0791015625,103,137,103,137,0
50.0,7,6,53,55,137,139,53.65203476308691,138.041193864337,0.4030631106268077,0.529759713452755,0.002442384151211785,0.0,0.0,0.0,0.7278782725334167,0.634835422039032,1.5515284538269043,2.4810702800750732,1.8877010345458984,-0.022877266630530357,579.4927978515625,785.2999877929688,115.34585571289062,204.25865173339844,54,138,54,138,0
50.0,10,8,190,192,136,139,190.9867796130972,137.82649613882901,0.5335139969290293,0.8160309384411013,-0.03639398019541229,0.0,0.0,0.0,0.9058939814567566,0.7272558212280273,-1.4447177648544312,1.8800848722457886,1.229183316230774,0.1676989644765854,793.145263671875,982.615234375,125.57827758789062,240.51930236816406,191,138,191,138,0
50.0,8,5,174,176,139,141,175.13456010871502,140.10772013501258,0.5056811401031178,0.5084733907902887,-0.07427083939753953,0.0,0.0,0.0,0.7624704837799072,0.6578702926635742,-0.7947959303855896,2.0208852291107178,2.0097875595092773,0.590366542339325,680.871826171875,859.41943359375,144.77578735351562,329.72698974609375,175,140,175,140,0
50.0,17,10,27,31,141,144,28.86368374942485,142.4075992792227,0.920029218301265,0.7983367717955909,0.04955026283861441,0.0,0.0,0.0,0.9683246612548828,0.8835798501968384,0.34171563386917114,1.0905674695968628,1.256805419921875,-0.1353762149810791,3513.120849609375,3719.402099609375,500.16162109375,967.3606567382812,29,142,29,142,0
50.0,20,10,21,25,142,146,22.930839795399187,144.0895344823549,0.9377518349400784,0.8699224305681783,0.06168052086367748,0.0,0.0,0.0,0.9870292544364929,0.9129334688186646,0.5340362191200256,1.0713768005371094,1.1549139022827148,-0.15192866325378418,5059.41845703125,5231.7255859375,772.3421020507812,1660.0743408203125,23,144,23,144,0
50.0,24,17,143,148,142,146,145.02808190666687,143.8232494036661,1.0425088262571371,0.9689148159210181,0.03704552182145315,0.0,0.0,0.0,1.0285556316375732,0.9764717221260071,0.3943818211555481,0.9605295062065125,1.0334866046905518,-0.07344983518123627,11429.291015625,11685.994140625,1635.04736328125,3551.88330078125,145,144,145,144,0
50.0,9,7,209,212,144,146,210.5904107200175,145.12130748165546,0.6343908942073297,0.49068307401327727,0.07321309204924509,0.0,0.0,0.0,0.8155484795570374,0.6781995296478271,0.39738360047340393,1.6039340496063232,2.073683023452759,-0.47863468527793884,977.1940307617188,1228.4892578125,172.41676330566406,329.794677734375,211,145,210,145,0
50.0,17,13,116,120,139,142,118.20051327432608,140.6148661175294,0.9453654437490933,0.7951563125616286,0.007693799301272897,0.0,0.0,0.0,0.9725011587142944,0.8914949297904968,0.05104253068566322,1.0578752756118774,1.2577134370803833,-0.02047164924442768,5486.2705078125,5763.6728515625,787.0426025390625,1642.1025390625,118,141,118,141,1
50.0,40,36,118,125,141,148,121.35858284470481,144.55418135575314,1.240810346805457,1.1568647202125568,0.056661158070381745,0.0,0.0,0.0,1.1266549825668335,1.0622258186340332,0.4666147232055664,0.8077315092086792,0.8663429617881775,-0.07912247627973557,37220.68359375,37364.7109375,4562.10009765625,9223.333984375,121,145,121,145,1
50.0,29,22,238,242,140,147,240.4567881493978,144.53403468941212,1.0223265872005065,1.5507676313258543,0.13340418376954588,0.0,0.0,0.0,1.257988691329956,0.9952681064605713,1.33701753616333,0.9892659187316895,0.6521627306938171,-0.17020243406295776,13065.24609375,13118.07421875,1635.6177978515625,3479.519775390625,240,145,240,145,1
50.0,39,32,239,247,138,149,243.9462678278684,146.0897242982483,1.3642476994640234,2.0777484391644805,0.48389967559216274,0.0,0.0,0.0,1.5238728523254395,1.058209776878357,1.1030405759811401,0.7990096807479858,0.5246289968490601,-0.37217259407043457,24805.046875,25068.724609375,3285.630126953125,6817.52685546875,244,146,244,146,1
50.0,14,9,173,176,148,151,174.20865155923659,149.37671413094512,0.7624922884498015,0.8043815189665235,0.03797103405133351,0.0,0.0,0.0,0.9092862010002136,0.860274612903595,1.0374314785003662,1.314578890800476,1.2461204528808594,-0.12411006540060043,2179.810546875,2418.9521484375,327.2801208496094,624.2373657226562,174,149,174,149,0
50.0,9,7,230,232,150,152,230.85896607727287,150.9637076476366,0.5648064622314607,0.5591670509841933,0.019912617674055055,0.0,0.0,0.0,0.7629534602165222,0.7361219525337219,0.7150638103485107,1.7727437019348145,1.7906224727630615,-0.12625910341739655,850.4417724609375,1049.1539306640625,155.85791015625,305.32568359375,231,151,231,151,0
50.0,14,12,19,22,150,153,20.276513252919496,151.55209257311193,0.7647387068916445,0.8013166544557233,0.006096227674490473,0.0,0.0,0.0,0.8957152962684631,0.8739275932312012,1.4099234342575073,1.3077155351638794,1.2480218410491943,-0.01989758014678955,2300.983642578125,2517.115234375,336.15289306640625,702.5570068359375,20,152,20,152,0
50.0,48,42,62,70,143,150,65.76975267742303,145.96697203189407,1.4895595860004818,1.3425346316111906,0.1034885974394264,0.0,0.0,0.0,1.2421706914901733,1.1353881359100342,0.47658097743988037,0.6749541163444519,0.748870313167572,-0.10405698418617249,41845.9921875,42121.296875,5333.07275390625,10997.4013671875,66,146,66,146,1
50.0,38,34,62,70,148,153,63.96324304054647,150.39578563035062,1.9031091035084486,1.1913786789874639,0.3205446653841122,0.0,0.0,0.0,1.4234428405761719,1.0335851907730103,0.3666139245033264,0.5503984689712524,0.8792069554328918,-0.2961733341217041,25204.20703125,25452.47265625,2936.2802734375,5470.04296875,64,150,64,151,1
50.0,23,17,89,93,149,153,90.57608935060028,150.87837807718034,1.0343561595526198,1.0132614004921838,0.00747039471008204,0.0,0.0,0.0,1.018201231956482,1.0054272413253784,0.3081274628639221,0.9668364524841309,0.9869647026062012,-0.014256242662668228,7074.64501953125,7330.12744140625,909.0516967773438,1866.5992431640625,90,151,90,151,0
50.0,13,9,34,37,149,152,35.23954558468494,150.3329841563231,0.7378244230016038,0.7476403218855263,0.09210585487212697,0.0,0.0,0.0,0.9137663245201111,0.8065332174301147,0.812015950679779,1.3765052556991577,1.3584328889846802,-0.3391582667827606,1895.391357421875,2113.005859375,299.0359191894531,604.3773803710938,35,150,35,150,1
50.0,16,10,112,115,152,156,113.33964543882749,154.1477535567176,0.812753328796481,0.8600871214501913,-0.02822635270497109,0.0,0.0,0.0,0.9344815015792847,0.8941950798034668,-1.134278655052185,1.2317895889282227,1.1639995574951172,0.0808497741818428,3410.67236328125,3672.533203125,511.2886962890625,1084.4530029296875,113,154,113,154,0
50.0,26,18,103,108,153,157,105.78099706557067,155.02630002685146,1.5020116899532123,1.102809493562824,0.3645032121907086,0.0,0.0,0.0,1.3107197284698486,0.941719114780426,0.5348997116088867,0.7238324284553528,0.9858500361442566,-0.4784856140613556,8734.0302734375,9059.4365234375,993.1599731445312,1853.3935546875,106,155,106,155,0
50.0,45,37,164,171,151,158,167.47290501063992,154.10268138194516,1.7244337020240934,1.537527579272158,-0.33672519560702874,0.0,0.0,0.0,1.4072787761688232,1.132045865058899,-0.650037407875061,0.6058074831962585,0.6794511079788208,0.2653489112854004,19724.583984375,20176.08203125,2271.752197265625,4268.12353515625,168,154,168,154,0
50.0,15,8,120,123,159,162,121.67330585082493,160.72650888753165,0.802667358581489,0.7895896516450391,-0.030803769467596,0.0,0.0,0.0,0.9097355008125305,0.8744360208511353,-0.6808133721351624,1.2477141618728638,1.26837956905365,0.09735258668661118,2687.989013671875,2913.5986328125,402.38134765625,755.8295288085938,122,161,122,161,0
